0,1,2
0.80319,0.93657,1.06801
0.88054,1.06963,1.25697
0.88054,1.06963,1.25697
0.88054,1.06963,1.25697
0.85678,1.14732,1.49283
1.32937,1.93081,7.06125
0.92589,0.94562,1.09601
1.17681,1.71797,6.24692
0.88054,1.06963,1.25697
0.94477,0.96377,1.08078
1.17681,1.71797,6.24692
0.85678,1.14732,1.49283
1.17681,1.71797,6.24692
0.91259,1.0593,1.23775
0.72331,1.03693,1.35614
0.88054,1.06963,1.25697
0.72331,1.03693,1.35614
0.90821,1.09925,1.29421
0.72331,1.03693,1.35614
0.72331,1.03693,1.35614
1.17681,1.71797,6.24692
0.88054,1.06963,1.25697
0.88054,1.06963,1.25697
0.91259,1.0593,1.23775
0.90821,1.09925,1.29421
0.90821,1.09925,1.29421
0.94477,0.96377,1.08078
0.80319,0.93657,1.06801
0.72331,1.03693,1.35614
0.88054,1.06963,1.25697
0.91259,1.0593,1.23775
0.72331,1.03693,1.35614
0.92589,0.94562,1.09601
0.88054,1.06963,1.25697
0.91259,1.0593,1.23775
0.72331,1.03693,1.35614
0.90821,1.09925,1.29421
0.80319,0.93657,1.06801
1.32937,1.93081,7.06125
1.17681,1.71797,6.24692
0.88054,1.06963,1.25697
1.32937,1.93081,7.06125
0.91259,1.0593,1.23775
0.92589,0.94562,1.09601
0.80319,0.93657,1.06801
1.17681,1.71797,6.24692
1.32937,1.93081,7.06125
0.85678,1.14732,1.49283
0.80319,0.93657,1.06801
0.72331,1.03693,1.35614
0.85678,1.14732,1.49283
0.72331,1.03693,1.35614
0.90821,1.09925,1.29421
0.90821,1.09925,1.29421
0.94477,0.96377,1.08078
0.72331,1.03693,1.35614
1.17681,1.71797,6.24692
1.32937,1.93081,7.06125
1.17681,1.71797,6.24692
0.94477,0.96377,1.08078
0.90821,1.09925,1.29421
1.17681,1.71797,6.24692
0.92589,0.94562,1.09601
0.88054,1.06963,1.25697
0.92589,0.94562,1.09601
1.32937,1.93081,7.06125
1.32937,1.93081,7.06125
0.90821,1.09925,1.29421
0.72331,1.03693,1.35614
0.80319,0.93657,1.06801
0.94477,0.96377,1.08078
0.94477,0.96377,1.08078
1.32937,1.93081,7.06125
0.88054,1.06963,1.25697
0.72331,1.03693,1.35614
0.90821,1.09925,1.29421
1.17681,1.71797,6.24692
1.17681,1.71797,6.24692
0.72331,1.03693,1.35614
0.94477,0.96377,1.08078
0.85678,1.14732,1.49283
0.85678,1.14732,1.49283
1.17681,1.71797,6.24692
0.92589,0.94562,1.09601
0.85678,1.14732,1.49283
0.91259,1.0593,1.23775
1.17681,1.71797,6.24692
0.94477,0.96377,1.08078
0.92589,0.94562,1.09601
0.94477,0.96377,1.08078
0.88054,1.06963,1.25697
0.90821,1.09925,1.29421
1.32937,1.93081,7.06125
0.94477,0.96377,1.08078
0.85678,1.14732,1.49283
0.85678,1.14732,1.49283
0.90821,1.09925,1.29421
0.72331,1.03693,1.35614
0.92589,0.94562,1.09601
0.80319,0.93657,1.06801
